consensus,mec_count,provider_id,run_id,phase,value_ms,won_any,aggregation
qbft,20,3,17,announce_wait,4877,1,per_run
qbft,20,3,17,bid_sending,1681,1,per_run
qbft,20,3,17,winner_wait,8706,1,per_run
qbft,20,3,17,confirm_all,34547,1,per_run
qbft,20,3,18,announce_wait,184,0,per_run
qbft,20,3,18,bid_sending,1633,0,per_run
qbft,20,3,18,winner_wait,8433,0,per_run
qbft,20,3,19,announce_wait,195,0,per_run
qbft,20,3,19,bid_sending,1484,0,per_run
qbft,20,3,19,winner_wait,8505,0,per_run
qbft,20,3,2,announce_wait,239,0,per_run
qbft,20,3,2,bid_sending,2120,0,per_run
qbft,20,3,2,winner_wait,7630,0,per_run
qbft,20,3,20,announce_wait,168,1,per_run
qbft,20,3,20,bid_sending,1598,1,per_run
qbft,20,3,20,winner_wait,8412,1,per_run
qbft,20,3,20,confirm_all,33169,1,per_run
qbft,20,3,3,announce_wait,222,0,per_run
qbft,20,3,3,bid_sending,1928,0,per_run
qbft,20,3,3,winner_wait,7942,0,per_run
qbft,20,3,4,announce_wait,277,0,per_run
qbft,20,3,4,bid_sending,2079,0,per_run
qbft,20,3,4,winner_wait,7856,0,per_run
qbft,20,3,5,announce_wait,189,0,per_run
qbft,20,3,5,bid_sending,1740,0,per_run
qbft,20,3,5,winner_wait,8191,0,per_run
qbft,20,3,6,announce_wait,184,0,per_run
qbft,20,3,6,bid_sending,1623,0,per_run
qbft,20,3,6,winner_wait,8542,0,per_run
qbft,20,3,7,announce_wait,189,0,per_run
qbft,20,3,7,bid_sending,1740,0,per_run
qbft,20,3,7,winner_wait,8191,0,per_run
qbft,20,3,8,announce_wait,205,1,per_run
qbft,20,3,8,bid_sending,1761,1,per_run
qbft,20,3,8,winner_wait,8406,1,per_run
qbft,20,3,8,confirm_all,33575,1,per_run
qbft,20,3,9,announce_wait,193,0,per_run
qbft,20,3,9,bid_sending,1721,0,per_run
qbft,20,3,9,winner_wait,8403,0,per_run
qbft,20,4,1,announce_wait,313,0,per_run
qbft,20,4,1,bid_sending,2371,0,per_run
qbft,20,4,1,winner_wait,7337,0,per_run
qbft,20,4,10,announce_wait,193,1,per_run
qbft,20,4,10,bid_sending,1698,1,per_run
qbft,20,4,10,winner_wait,8357,1,per_run
qbft,20,4,10,confirm_all,34002,1,per_run
qbft,20,4,11,announce_wait,186,0,per_run
qbft,20,4,11,bid_sending,1624,0,per_run
qbft,20,4,11,winner_wait,8373,0,per_run
qbft,20,4,12,announce_wait,203,0,per_run
qbft,20,4,12,bid_sending,1597,0,per_run
qbft,20,4,12,winner_wait,8241,0,per_run
qbft,20,4,13,announce_wait,189,0,per_run
qbft,20,4,13,bid_sending,1513,0,per_run
qbft,20,4,13,winner_wait,8554,0,per_run
qbft,20,4,14,announce_wait,5015,0,per_run
qbft,20,4,14,bid_sending,1451,0,per_run
qbft,20,4,14,winner_wait,8926,0,per_run
qbft,20,4,15,announce_wait,177,0,per_run
qbft,20,4,15,bid_sending,1605,0,per_run
qbft,20,4,15,winner_wait,8591,0,per_run
qbft,20,4,16,announce_wait,161,0,per_run
qbft,20,4,16,bid_sending,1566,0,per_run
qbft,20,4,16,winner_wait,8383,0,per_run
qbft,20,4,17,announce_wait,4853,0,per_run
qbft,20,4,17,bid_sending,1630,0,per_run
qbft,20,4,17,winner_wait,8684,0,per_run
qbft,20,4,18,announce_wait,180,1,per_run
qbft,20,4,18,bid_sending,1488,1,per_run
qbft,20,4,18,winner_wait,8555,1,per_run
qbft,20,4,18,confirm_all,35004,1,per_run
qbft,20,4,19,announce_wait,189,0,per_run
qbft,20,4,19,bid_sending,1539,0,per_run
qbft,20,4,19,winner_wait,8535,0,per_run
qbft,20,4,2,announce_wait,256,0,per_run
qbft,20,4,2,bid_sending,2026,0,per_run
qbft,20,4,2,winner_wait,7763,0,per_run
qbft,20,4,20,announce_wait,165,0,per_run
qbft,20,4,20,bid_sending,1574,0,per_run
qbft,20,4,20,winner_wait,8488,0,per_run
qbft,20,4,3,announce_wait,236,0,per_run
qbft,20,4,3,bid_sending,1866,0,per_run
qbft,20,4,3,winner_wait,8200,0,per_run
qbft,20,4,4,announce_wait,200,0,per_run
qbft,20,4,4,bid_sending,1634,0,per_run
qbft,20,4,4,winner_wait,8444,0,per_run
qbft,20,4,5,announce_wait,181,0,per_run
qbft,20,4,5,bid_sending,1636,0,per_run
qbft,20,4,5,winner_wait,8352,0,per_run
qbft,20,4,6,announce_wait,186,1,per_run
qbft,20,4,6,bid_sending,1772,1,per_run
qbft,20,4,6,winner_wait,8417,1,per_run
qbft,20,4,6,confirm_all,33612,1,per_run
qbft,20,4,7,announce_wait,181,0,per_run
qbft,20,4,7,bid_sending,1636,0,per_run
qbft,20,4,7,winner_wait,8352,0,per_run
qbft,20,4,8,announce_wait,180,0,per_run
qbft,20,4,8,bid_sending,1767,0,per_run
qbft,20,4,8,winner_wait,8381,0,per_run
qbft,20,4,9,announce_wait,171,0,per_run
qbft,20,4,9,bid_sending,1556,0,per_run
qbft,20,4,9,winner_wait,8378,0,per_run
qbft,30,1,1,announce_wait,489,1,per_run
qbft,30,1,1,bid_sending,4463,1,per_run
qbft,30,1,1,winner_wait,9743,1,per_run
qbft,30,1,1,confirm_all,1470,1,per_run
qbft,30,1,10,announce_wait,366,0,per_run
qbft,30,1,10,bid_sending,3050,0,per_run
qbft,30,1,10,winner_wait,7342,0,per_run
qbft,30,1,11,announce_wait,315,0,per_run
qbft,30,1,11,bid_sending,3042,0,per_run
qbft,30,1,11,winner_wait,7292,0,per_run
qbft,30,1,12,announce_wait,313,0,per_run
qbft,30,1,12,bid_sending,2837,0,per_run
qbft,30,1,12,winner_wait,7976,0,per_run
qbft,30,1,13,announce_wait,325,0,per_run
qbft,30,1,13,bid_sending,3159,0,per_run
qbft,30,1,13,winner_wait,6879,0,per_run
qbft,30,1,14,announce_wait,335,0,per_run
qbft,30,1,14,bid_sending,3037,0,per_run
qbft,30,1,14,winner_wait,7368,0,per_run
qbft,30,1,15,announce_wait,4655,1,per_run
qbft,30,1,15,bid_sending,3108,1,per_run
qbft,30,1,15,winner_wait,7921,1,per_run
qbft,30,1,15,confirm_all,21587,1,per_run
qbft,30,1,16,announce_wait,299,0,per_run
qbft,30,1,16,bid_sending,2683,0,per_run
qbft,30,1,16,winner_wait,7631,0,per_run
qbft,30,1,17,announce_wait,359,0,per_run
qbft,30,1,17,bid_sending,3347,0,per_run
qbft,30,1,17,winner_wait,6883,0,per_run
qbft,30,1,18,announce_wait,325,0,per_run
qbft,30,1,18,bid_sending,2883,0,per_run
qbft,30,1,18,winner_wait,7284,0,per_run
qbft,30,1,19,announce_wait,304,0,per_run
qbft,30,1,19,bid_sending,3245,0,per_run
qbft,30,1,19,winner_wait,6912,0,per_run
qbft,30,1,2,announce_wait,4927,1,per_run
qbft,30,1,2,bid_sending,3911,1,per_run
qbft,30,1,2,winner_wait,6963,1,per_run
qbft,30,1,2,confirm_all,22876,1,per_run
qbft,30,1,20,announce_wait,4740,1,per_run
qbft,30,1,20,bid_sending,2833,1,per_run
qbft,30,1,20,winner_wait,7966,1,per_run
qbft,30,1,20,confirm_all,21987,1,per_run
qbft,30,1,3,announce_wait,364,0,per_run
qbft,30,1,3,bid_sending,3444,0,per_run
qbft,30,1,3,winner_wait,6974,0,per_run
qbft,30,1,4,announce_wait,406,0,per_run
qbft,30,1,4,bid_sending,3192,0,per_run
qbft,30,1,4,winner_wait,6869,0,per_run
qbft,30,1,5,announce_wait,359,0,per_run
qbft,30,1,5,bid_sending,3347,0,per_run
qbft,30,1,5,winner_wait,6883,0,per_run
qbft,30,1,6,announce_wait,371,0,per_run
qbft,30,1,6,bid_sending,3375,0,per_run
qbft,30,1,6,winner_wait,6964,0,per_run
qbft,30,1,7,announce_wait,418,0,per_run
qbft,30,1,7,bid_sending,3434,0,per_run
qbft,30,1,7,winner_wait,6486,0,per_run
qbft,30,1,8,announce_wait,351,1,per_run
qbft,30,1,8,bid_sending,2856,1,per_run
qbft,30,1,8,winner_wait,7306,1,per_run
qbft,30,1,8,confirm_all,21017,1,per_run
qbft,30,1,9,announce_wait,306,0,per_run
qbft,30,1,9,bid_sending,2827,0,per_run
qbft,30,1,9,winner_wait,7485,0,per_run
qbft,30,2,1,announce_wait,455,1,per_run
qbft,30,2,1,bid_sending,4446,1,per_run
qbft,30,2,1,winner_wait,10003,1,per_run
qbft,30,2,1,confirm_all,1306,1,per_run
qbft,30,2,10,announce_wait,291,0,per_run
qbft,30,2,10,bid_sending,2815,0,per_run
qbft,30,2,10,winner_wait,7692,0,per_run
qbft,30,2,11,announce_wait,337,0,per_run
qbft,30,2,11,bid_sending,2982,0,per_run
qbft,30,2,11,winner_wait,7449,0,per_run
qbft,30,2,12,announce_wait,313,0,per_run
qbft,30,2,12,bid_sending,2939,0,per_run
qbft,30,2,12,winner_wait,7573,0,per_run
qbft,30,2,13,announce_wait,329,0,per_run
qbft,30,2,13,bid_sending,3029,0,per_run
qbft,30,2,13,winner_wait,7071,0,per_run
qbft,30,2,14,announce_wait,303,0,per_run
qbft,30,2,14,bid_sending,2965,0,per_run
qbft,30,2,14,winner_wait,7657,0,per_run
qbft,30,2,15,announce_wait,4573,0,per_run
qbft,30,2,15,bid_sending,3211,0,per_run
qbft,30,2,15,winner_wait,7812,0,per_run
qbft,30,2,16,announce_wait,305,0,per_run
qbft,30,2,16,bid_sending,2796,0,per_run
qbft,30,2,16,winner_wait,7480,0,per_run
qbft,30,2,17,announce_wait,337,0,per_run
qbft,30,2,17,bid_sending,3395,0,per_run
qbft,30,2,17,winner_wait,6994,0,per_run
qbft,30,2,18,announce_wait,294,1,per_run
qbft,30,2,18,bid_sending,3007,1,per_run
qbft,30,2,18,winner_wait,7436,1,per_run
qbft,30,2,18,confirm_all,20291,1,per_run
qbft,30,2,19,announce_wait,326,1,per_run
qbft,30,2,19,bid_sending,2960,1,per_run
qbft,30,2,19,winner_wait,7209,1,per_run
qbft,30,2,19,confirm_all,20157,1,per_run
qbft,30,2,2,announce_wait,4812,0,per_run
qbft,30,2,2,bid_sending,3678,0,per_run
qbft,30,2,2,winner_wait,7299,0,per_run
qbft,30,2,20,announce_wait,4662,0,per_run
qbft,30,2,20,bid_sending,2807,0,per_run
qbft,30,2,20,winner_wait,8051,0,per_run
qbft,30,2,3,announce_wait,347,0,per_run
qbft,30,2,3,bid_sending,3412,0,per_run
qbft,30,2,3,winner_wait,6784,0,per_run
qbft,30,2,4,announce_wait,381,0,per_run
qbft,30,2,4,bid_sending,3398,0,per_run
qbft,30,2,4,winner_wait,6776,0,per_run
qbft,30,2,5,announce_wait,337,0,per_run
qbft,30,2,5,bid_sending,3395,0,per_run
qbft,30,2,5,winner_wait,6994,0,per_run
qbft,30,2,6,announce_wait,327,0,per_run
qbft,30,2,6,bid_sending,3210,0,per_run
qbft,30,2,6,winner_wait,7055,0,per_run
qbft,30,2,7,announce_wait,339,0,per_run
qbft,30,2,7,bid_sending,3245,0,per_run
qbft,30,2,7,winner_wait,6747,0,per_run
qbft,30,2,8,announce_wait,276,0,per_run
qbft,30,2,8,bid_sending,2806,0,per_run
qbft,30,2,8,winner_wait,7403,0,per_run
qbft,30,2,9,announce_wait,340,0,per_run
qbft,30,2,9,bid_sending,2745,0,per_run
qbft,30,2,9,winner_wait,7400,0,per_run
qbft,30,3,1,announce_wait,477,1,per_run
qbft,30,3,1,bid_sending,3780,1,per_run
qbft,30,3,1,winner_wait,10679,1,per_run
qbft,30,3,1,confirm_all,5996,1,per_run
qbft,30,3,10,announce_wait,275,0,per_run
qbft,30,3,10,bid_sending,2784,0,per_run
qbft,30,3,10,winner_wait,7587,0,per_run
qbft,30,3,11,announce_wait,303,0,per_run
qbft,30,3,11,bid_sending,2855,0,per_run
qbft,30,3,11,winner_wait,7445,0,per_run
qbft,30,3,12,announce_wait,318,0,per_run
qbft,30,3,12,bid_sending,2964,0,per_run
qbft,30,3,12,winner_wait,7296,0,per_run
qbft,30,3,13,announce_wait,338,0,per_run
qbft,30,3,13,bid_sending,3118,0,per_run
qbft,30,3,13,winner_wait,6853,0,per_run
qbft,30,3,14,announce_wait,264,0,per_run
qbft,30,3,14,bid_sending,2749,0,per_run
qbft,30,3,14,winner_wait,7714,0,per_run
qbft,30,3,15,announce_wait,4690,0,per_run
qbft,30,3,15,bid_sending,2874,0,per_run
qbft,30,3,15,winner_wait,7975,0,per_run
qbft,30,3,16,announce_wait,286,0,per_run
qbft,30,3,16,bid_sending,2668,0,per_run
qbft,30,3,16,winner_wait,7601,0,per_run
qbft,30,3,17,announce_wait,376,0,per_run
qbft,30,3,17,bid_sending,3696,0,per_run
qbft,30,3,17,winner_wait,6496,0,per_run
qbft,30,3,18,announce_wait,324,0,per_run
qbft,30,3,18,bid_sending,2876,0,per_run
qbft,30,3,18,winner_wait,7408,0,per_run
qbft,30,3,19,announce_wait,274,0,per_run
qbft,30,3,19,bid_sending,3164,0,per_run
qbft,30,3,19,winner_wait,7040,0,per_run
qbft,30,3,2,announce_wait,4823,0,per_run
qbft,30,3,2,bid_sending,3456,0,per_run
qbft,30,3,2,winner_wait,7484,0,per_run
qbft,30,3,20,announce_wait,4834,0,per_run
qbft,30,3,20,bid_sending,2833,0,per_run
qbft,30,3,20,winner_wait,7798,0,per_run
qbft,30,3,3,announce_wait,449,1,per_run
qbft,30,3,3,bid_sending,3483,1,per_run
qbft,30,3,3,winner_wait,6803,1,per_run
qbft,30,3,3,confirm_all,22120,1,per_run
qbft,30,3,4,announce_wait,345,0,per_run
qbft,30,3,4,bid_sending,3442,0,per_run
qbft,30,3,4,winner_wait,7040,0,per_run
qbft,30,3,5,announce_wait,376,0,per_run
qbft,30,3,5,bid_sending,3696,0,per_run
qbft,30,3,5,winner_wait,6496,0,per_run
qbft,30,3,6,announce_wait,378,1,per_run
qbft,30,3,6,bid_sending,3534,1,per_run
qbft,30,3,6,winner_wait,6517,1,per_run
qbft,30,3,6,confirm_all,22377,1,per_run
qbft,30,3,7,announce_wait,424,0,per_run
qbft,30,3,7,bid_sending,3407,0,per_run
qbft,30,3,7,winner_wait,6773,0,per_run
qbft,30,3,8,announce_wait,314,0,per_run
qbft,30,3,8,bid_sending,2798,0,per_run
qbft,30,3,8,winner_wait,7514,0,per_run
qbft,30,3,9,announce_wait,312,0,per_run
qbft,30,3,9,bid_sending,2772,0,per_run
qbft,30,3,9,winner_wait,7339,0,per_run
qbft,30,4,1,announce_wait,525,0,per_run
qbft,30,4,1,bid_sending,4010,0,per_run
qbft,30,4,1,winner_wait,10285,0,per_run
qbft,30,4,10,announce_wait,335,1,per_run
qbft,30,4,10,bid_sending,2961,1,per_run
qbft,30,4,10,winner_wait,7315,1,per_run
qbft,30,4,10,confirm_all,21477,1,per_run
qbft,30,4,11,announce_wait,362,0,per_run
qbft,30,4,11,bid_sending,3016,0,per_run
qbft,30,4,11,winner_wait,7410,0,per_run
qbft,30,4,12,announce_wait,321,0,per_run
qbft,30,4,12,bid_sending,3004,0,per_run
qbft,30,4,12,winner_wait,7471,0,per_run
qbft,30,4,13,announce_wait,314,0,per_run
qbft,30,4,13,bid_sending,3236,0,per_run
qbft,30,4,13,winner_wait,7142,0,per_run
qbft,30,4,14,announce_wait,342,1,per_run
qbft,30,4,14,bid_sending,3052,1,per_run
qbft,30,4,14,winner_wait,7132,1,per_run
qbft,30,4,14,confirm_all,21753,1,per_run
qbft,30,4,15,announce_wait,4733,0,per_run
qbft,30,4,15,bid_sending,2950,0,per_run
qbft,30,4,15,winner_wait,8081,0,per_run
qbft,30,4,16,announce_wait,301,0,per_run
qbft,30,4,16,bid_sending,2828,0,per_run
qbft,30,4,16,winner_wait,7318,0,per_run
qbft,30,4,17,announce_wait,466,1,per_run
qbft,30,4,17,bid_sending,3441,1,per_run
qbft,30,4,17,winner_wait,6683,1,per_run
qbft,30,4,17,confirm_all,22028,1,per_run
qbft,30,4,18,announce_wait,301,0,per_run
qbft,30,4,18,bid_sending,3029,0,per_run
qbft,30,4,18,winner_wait,7413,0,per_run
qbft,30,4,19,announce_wait,324,0,per_run
qbft,30,4,19,bid_sending,3343,0,per_run
qbft,30,4,19,winner_wait,6723,0,per_run
qbft,30,4,2,announce_wait,4913,0,per_run
qbft,30,4,2,bid_sending,3645,0,per_run
qbft,30,4,2,winner_wait,7223,0,per_run
qbft,30,4,20,announce_wait,4653,0,per_run
qbft,30,4,20,bid_sending,2908,0,per_run
qbft,30,4,20,winner_wait,7980,0,per_run
qbft,30,4,3,announce_wait,376,0,per_run
qbft,30,4,3,bid_sending,3406,0,per_run
qbft,30,4,3,winner_wait,7207,0,per_run
qbft,30,4,4,announce_wait,336,1,per_run
qbft,30,4,4,bid_sending,3602,1,per_run
qbft,30,4,4,winner_wait,6580,1,per_run
qbft,30,4,4,confirm_all,22365,1,per_run
qbft,30,4,5,announce_wait,466,1,per_run
qbft,30,4,5,bid_sending,3441,1,per_run
qbft,30,4,5,winner_wait,6683,1,per_run
qbft,30,4,5,confirm_all,22028,1,per_run
qbft,30,4,6,announce_wait,347,0,per_run
qbft,30,4,6,bid_sending,3327,0,per_run
qbft,30,4,6,winner_wait,6794,0,per_run
qbft,30,4,7,announce_wait,368,0,per_run
qbft,30,4,7,bid_sending,3420,0,per_run
qbft,30,4,7,winner_wait,6609,0,per_run
qbft,30,4,8,announce_wait,327,0,per_run
qbft,30,4,8,bid_sending,3030,0,per_run
qbft,30,4,8,winner_wait,7375,0,per_run
qbft,30,4,9,announce_wait,298,0,per_run
qbft,30,4,9,bid_sending,2890,0,per_run
qbft,30,4,9,winner_wait,7344,0,per_run
qbft,30,5,1,announce_wait,533,1,per_run
qbft,30,5,1,bid_sending,5147,1,per_run
qbft,30,5,1,winner_wait,9060,1,per_run
qbft,30,5,1,confirm_all,16723,1,per_run
qbft,30,5,10,announce_wait,284,0,per_run
qbft,30,5,10,bid_sending,2871,0,per_run
qbft,30,5,10,winner_wait,7638,0,per_run
qbft,30,5,11,announce_wait,350,0,per_run
qbft,30,5,11,bid_sending,3057,0,per_run
qbft,30,5,11,winner_wait,7500,0,per_run
qbft,30,5,12,announce_wait,344,1,per_run
qbft,30,5,12,bid_sending,2949,1,per_run
qbft,30,5,12,winner_wait,7485,1,per_run
qbft,30,5,12,confirm_all,21245,1,per_run
qbft,30,5,13,announce_wait,324,0,per_run
qbft,30,5,13,bid_sending,3107,0,per_run
qbft,30,5,13,winner_wait,7182,0,per_run
qbft,30,5,14,announce_wait,277,0,per_run
qbft,30,5,14,bid_sending,3012,0,per_run
qbft,30,5,14,winner_wait,7152,0,per_run
qbft,30,5,15,announce_wait,4647,0,per_run
qbft,30,5,15,bid_sending,3206,0,per_run
qbft,30,5,15,winner_wait,8049,0,per_run
qbft,30,5,16,announce_wait,310,0,per_run
qbft,30,5,16,bid_sending,2973,0,per_run
qbft,30,5,16,winner_wait,7363,0,per_run
qbft,30,5,17,announce_wait,311,0,per_run
qbft,30,5,17,bid_sending,3642,0,per_run
qbft,30,5,17,winner_wait,6218,0,per_run
qbft,30,5,18,announce_wait,290,0,per_run
qbft,30,5,18,bid_sending,2927,0,per_run
qbft,30,5,18,winner_wait,7425,0,per_run
qbft,30,5,19,announce_wait,281,0,per_run
qbft,30,5,19,bid_sending,3060,0,per_run
qbft,30,5,19,winner_wait,7264,0,per_run
qbft,30,5,2,announce_wait,4913,0,per_run
qbft,30,5,2,bid_sending,4190,0,per_run
qbft,30,5,2,winner_wait,6988,0,per_run
qbft,30,5,20,announce_wait,4711,0,per_run
qbft,30,5,20,bid_sending,2956,0,per_run
qbft,30,5,20,winner_wait,7826,0,per_run
qbft,30,5,3,announce_wait,425,0,per_run
qbft,30,5,3,bid_sending,3599,0,per_run
qbft,30,5,3,winner_wait,6807,0,per_run
qbft,30,5,4,announce_wait,354,0,per_run
qbft,30,5,4,bid_sending,3322,0,per_run
qbft,30,5,4,winner_wait,7031,0,per_run
qbft,30,5,5,announce_wait,311,0,per_run
qbft,30,5,5,bid_sending,3642,0,per_run
qbft,30,5,5,winner_wait,6218,0,per_run
qbft,30,5,6,announce_wait,328,0,per_run
qbft,30,5,6,bid_sending,3566,0,per_run
qbft,30,5,6,winner_wait,6489,0,per_run
qbft,30,5,7,announce_wait,361,1,per_run
qbft,30,5,7,bid_sending,3387,1,per_run
qbft,30,5,7,winner_wait,6513,1,per_run
qbft,30,5,7,confirm_all,22088,1,per_run
qbft,30,5,8,announce_wait,324,0,per_run
qbft,30,5,8,bid_sending,3161,0,per_run
qbft,30,5,8,winner_wait,7033,0,per_run
qbft,30,5,9,announce_wait,339,1,per_run
qbft,30,5,9,bid_sending,2941,1,per_run
qbft,30,5,9,winner_wait,7166,1,per_run
qbft,30,5,9,confirm_all,20519,1,per_run
qbft,30,6,1,announce_wait,444,0,per_run
qbft,30,6,1,bid_sending,4207,0,per_run
qbft,30,6,1,winner_wait,10418,0,per_run
qbft,30,6,10,announce_wait,284,0,per_run
qbft,30,6,10,bid_sending,2922,0,per_run
qbft,30,6,10,winner_wait,7498,0,per_run
qbft,30,6,11,announce_wait,459,1,per_run
qbft,30,6,11,bid_sending,2925,1,per_run
qbft,30,6,11,winner_wait,7588,1,per_run
qbft,30,6,11,confirm_all,22734,1,per_run
qbft,30,6,12,announce_wait,383,0,per_run
qbft,30,6,12,bid_sending,3044,0,per_run
qbft,30,6,12,winner_wait,7161,0,per_run
qbft,30,6,13,announce_wait,296,1,per_run
qbft,30,6,13,bid_sending,3383,1,per_run
qbft,30,6,13,winner_wait,6782,1,per_run
qbft,30,6,13,confirm_all,22742,1,per_run
qbft,30,6,14,announce_wait,315,0,per_run
qbft,30,6,14,bid_sending,3147,0,per_run
qbft,30,6,14,winner_wait,7326,0,per_run
qbft,30,6,15,announce_wait,4572,0,per_run
qbft,30,6,15,bid_sending,3148,0,per_run
qbft,30,6,15,winner_wait,7794,0,per_run
qbft,30,6,16,announce_wait,331,1,per_run
qbft,30,6,16,bid_sending,2665,1,per_run
qbft,30,6,16,winner_wait,7569,1,per_run
qbft,30,6,16,confirm_all,21229,1,per_run
qbft,30,6,17,announce_wait,362,0,per_run
qbft,30,6,17,bid_sending,3580,0,per_run
qbft,30,6,17,winner_wait,6629,0,per_run
qbft,30,6,18,announce_wait,274,0,per_run
qbft,30,6,18,bid_sending,2923,0,per_run
qbft,30,6,18,winner_wait,7593,0,per_run
qbft,30,6,19,announce_wait,318,0,per_run
qbft,30,6,19,bid_sending,3244,0,per_run
qbft,30,6,19,winner_wait,6814,0,per_run
qbft,30,6,2,announce_wait,4858,0,per_run
qbft,30,6,2,bid_sending,4007,0,per_run
qbft,30,6,2,winner_wait,7093,0,per_run
qbft,30,6,20,announce_wait,4681,0,per_run
qbft,30,6,20,bid_sending,3002,0,per_run
qbft,30,6,20,winner_wait,8001,0,per_run
qbft,30,6,3,announce_wait,409,0,per_run
qbft,30,6,3,bid_sending,3491,0,per_run
qbft,30,6,3,winner_wait,6936,0,per_run
qbft,30,6,4,announce_wait,343,0,per_run
qbft,30,6,4,bid_sending,3237,0,per_run
qbft,30,6,4,winner_wait,7277,0,per_run
qbft,30,6,5,announce_wait,362,0,per_run
qbft,30,6,5,bid_sending,3580,0,per_run
qbft,30,6,5,winner_wait,6629,0,per_run
qbft,30,6,6,announce_wait,349,0,per_run
qbft,30,6,6,bid_sending,3247,0,per_run
qbft,30,6,6,winner_wait,6856,0,per_run
qbft,30,6,7,announce_wait,379,0,per_run
qbft,30,6,7,bid_sending,3217,0,per_run
qbft,30,6,7,winner_wait,7010,0,per_run
qbft,30,6,8,announce_wait,358,0,per_run
qbft,30,6,8,bid_sending,2870,0,per_run
qbft,30,6,8,winner_wait,7305,0,per_run
qbft,30,6,9,announce_wait,290,0,per_run
qbft,30,6,9,bid_sending,2979,0,per_run
qbft,30,6,9,winner_wait,7277,0,per_run
